temporada,nombre_inc,rol,nompredrea,USO_TIERRA,USO,SUBUSO,ESTRUCTURA,COBERTURA,ALTURA,TIPO_FORES,SUBTIPOFOR,NOM_REG,NOM_PROV,NOM_COM,SOLICITUD,ESTAD_SOL,ANO,NOM_PREDIO,ROL_AVAL,LONG,LAT
2016-2017,TUTUVEN,436-5,,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Cauquenes,Cauquenes,NORMA DE MANEJO PINO INSIGNE,APROBADA,2017,HIJUELA NRO 3. TUTUVEN,436-5,-72.3750,-35.9086
2016-2017,VILLA FLORA,427-39,VILLA FLORA,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Cauquenes,Cauquenes,PLAN DE MANEJO PLANTACIONES FORESTALES,REGISTRADA,2017,VILLA FLORA (HIJUELA 2 FUNDO VALDIVIA),427-39,-72.3177,-36.0303
2016-2017,LOMAS DE MACHICURA,528-19,STA JUANA,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,< 2,Esclerofilo,Peumo-Quillay-Litre,Region del Maule,Linares,Parral,PLAN DE MANEJO PLANTACIONES FORESTALES,REGISTRADA,2017,SANTA JUANA,528-19,-71.6060,-36.2303
2016-2017,TOTORILLA,166-33,TOTORILLA PARTE,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Curico,Vichuquen,NORMA DE MANEJO PINO INSIGNE,APROBADA,2017,LA VEGA,166-33,-71.9739,-34.8019
2016-2017,TOTORILLA,166-33,TOTORILLA PARTE,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Curico,Vichuquen,NORMA DE MANEJO PINO INSIGNE,APROBADA,2017,LA VEGA,166-33,-71.9942,-34.8422
2016-2017,EL PERAL,511-8,EL PERAL,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,PLAN DE MANEJO PLANTACIONES FORESTALES,APROBADA,2017,EL PERAL,511-8,-72.4317,-35.3675
2016-2017,EL LLANO PART.,257-10,PREDIO EL LLANO COMNA SAN JAVIER,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Linares,San Javier,PLAN DE MANEJO PLANTACIONES FORESTALES,APROBADA,2017,PURAPEL,257-10,-71.9964,-35.6506
2016-2017,VILLABORO,266-15,SAN VICENTE HUERTA DE MAULE,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,< 2,Esclerofilo,Espino,Region del Maule,Linares,San Javier,NORMA DE MANEJO PINO INSIGNE,APROBADA,2017,EL CARMIN,266-15,-71.9550,-35.6983
2016-2017,PLACILLA// BOSQUES DE IDAHUE,160-300,HJ B LA HIGUERA PLACILLA,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Curico,Licantue,NORMA DE MANEJO PINO INSIGNE,REGISTRADA,2017,INMUEBLE UBICADO EN PLACILLA S/N,160-300,-71.9281,-34.9891
2016-2017,LOS QUILLAYES Y LA PINA,114-56,LOS MOLINOS,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Talca,Pencahue,NORMA DE MANEJO EUCALIPTUS,REGISTRADA,2017,LOS MOLINOS,114-56,-71.9956,-35.3431
2016-2017,LOS MOLINOS,114-56,LOS MOLINOS,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Talca,Pencahue,NORMA DE MANEJO EUCALIPTUS,REGISTRADA,2017,LOS MOLINOS,114-56,-71.9955,-35.3404
2016-2017,QUERI,169-1,VILLA ECHA Q DE MAULE,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,< 2,Esclerofilo,Peumo-Quillay-Litre,Region del Maule,Linares,Yerbas Buenas,PLAN DE MANEJO FORESTAL PARA PEQUENAS SUPERFICIES,APROBADA,2017,RESTO DEL FUNDO LAS GARZAS,169-1,-71.4704,-35.6100
2016-2017,LOS YUYOS,87-84,EL ASTILLERO HJ B,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Pelarco,PLAN DE MANEJO DE CORRECCION - D.L. N 701,APROBADA,2017,ASTILLERO ALTO,87-84,-71.1994,-35.3731
2016-2017,AGUA FRIA (AMENAZA),641-16,FUNDO LAS TRANCAS,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Curico,Molina,NORMA DE MANEJO PINO INSIGNE,REGISTRADA,2017,LAS TRANCAS,641-16,-71.0851,-35.3253
2016-2017,AGUA FRIA (PROPIO),643-1,AGUA FRIA,Bosque Nativo Renoval Denso,Bosques,Bosque Nativo,Renoval,Denso,8 - 12,Roble-Raul?â?¡-Coihue,Roble-Raul?â?¡-Coihue,Region del Maule,Curico,Molina,PLAN DE MANEJO PLANTACIONES FORESTALES,REGISTRADA,2017,HACIENDA AGUA FRIA LOTE 2,643-1,-71.0509,-35.3743
2016-2017,AGUA FRIA (PROPIO),643-1,AGUA FRIA,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Curico,Molina,PLAN DE MANEJO PLANTACIONES FORESTALES,REGISTRADA,2017,HACIENDA AGUA FRIA LOTE 2,643-1,-71.1128,-35.3592
2016-2017,AGUA FRIA (DENTRO),643-1,AGUA FRIA,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Curico,Molina,PLAN DE MANEJO PLANTACIONES FORESTALES,REGISTRADA,2017,HACIENDA AGUA FRIA LOTE 2,643-1,-71.0869,-35.3627
2016-2017,LOS MAITENES,27-185,PARC 34 -AB PROY PARCELACION MAITENES,Matorral Semidenso,Praderas y Matorrales,Matorral,No Aplica,Semidenso,,,,Region del Maule,Talca,R?â?¡o Claro,NORMA DE MANEJO PINO INSIGNE,REGISTRADA,2017,PARCELA 34 B P.P. UNION MAITENES,27-185,-71.1179,-35.3154
2016-2017,EL CULENAR,131-22,EL CULENAR,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,< 2,Esclerofilo,Esclerofilo,Region del Maule,Curico,Sagrada Familia,PLAN DE MANEJO PLANTACIONES FORESTALES,REGISTRADA,2017,CERRO ALTO (LOTE 3),131-22,-71.5258,-35.2059
2016-2017,SAN VALERIANO,153-26,SAN MAURICIO,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,San Clemente,NORMA DE MANEJO EUCALIPTUS,REGISTRADA,2017,LAS QUISCAS,153-26,-71.5066,-35.5557
2016-2017,LA PONDEROSA,8-73,HIJUELA QUINTA HACIENDA COLBUN,Bosque Nativo-Plantacion Semidenso,Bosques,Bosque Mixto,Nativo-Plantacion,Semidenso,,,,Region del Maule,Linares,Colbun,NORMA DE MANEJO PINO INSIGNE,APROBADA,2017,LA PONDEROSA,8-73,-71.3564,-35.7068
2016-2017,TOMENELO,494-108,TOMENELO,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Cauquenes,Cauquenes,NORMA DE MANEJO EUCALIPTUS,REGISTRADA,2017,HIJUELA NRO 3 DEL FUNDO TOMENELO,494-108,-72.1791,-36.0299
2016-2017,LAS MARGARITAS,244-59,VILLA CRISTINA,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Cauquenes,Chanco,PLAN DE MANEJO PLANTACIONES FORESTALES,REGISTRADA,2017,PUQUILIRQUE (LOTES B-1 Y B-2),244-59,-72.5187,-35.7651
2016-2017,LA HIGUERA // SANTA ELENA,449-10,LT 1 STA DOLORES,Matorral Semidenso,Praderas y Matorrales,Matorral,No Aplica,Semidenso,,,,Region del Maule,Cauquenes,Cauquenes,PLAN DE MANEJO PLANTACIONES FORESTALES,REGISTRADA,2017,SANTA DOLORES,449-10,-72.2358,-35.8564
2016-2017,QUELLA,174-40,LA ORILLA,Matorral Arborescente Abierto,Praderas y Matorrales,Matorral Arborescente,No Aplica,Abierto,,,,Region del Maule,Talca,Curepto,NORMA DE MANEJO EUCALIPTUS,REGISTRADA,2017,UNA PROPIEDAD,174-40,-72.0789,-35.0597
2016-2017,LA QUIRIGUA,165-24,LA QUIRIGUA,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Curico,Vichuquen,PLAN DE MANEJO PLANTACIONES FORESTALES,APROBADA,2017,LA QUIRIGUA,165-24,-72.0148,-34.7834
2016-2017,AQUELARRE,144-24,PINARES DEL LAGO VICHUQ,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Curico,Vichuquen,NORMA DE MANEJO EUCALIPTUS,REGISTRADA,2017,PINARES DEL LAGO VICHUQUEN,144-24,-72.0375,-34.8575
2016-2017,LOS LITRES,478-25,EL QUILLAY,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,PLAN DE MANEJO PLANTACIONES FORESTALES,REGISTRADA,2017,HIJUELA 2 LOTE B,478-25,-72.4399,-35.4319
2016-2017,SAN IGNACIO-N,445-97,PORVENIR LOTE 3,Bosque Nativo con Exoticas Asilvestradas Semidenso,Bosques,Bosque Mixto,Nativo con Exoticas Asilvestradas,Semidenso,,,,Region del Maule,Cauquenes,Cauquenes,NORMA DE MANEJO PINO INSIGNE,REGISTRADA,2016,PORVENIR LOTE 3,445-97,-72.2603,-35.7581
2016-2017,ARBOLILLO,272-96,EL ARBOLILLO,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,San Javier,NORMA DE MANEJO PINO INSIGNE,REGISTRADA,2016,LOTE 4,272-96,-71.9014,-35.7842
2016-2017,LA JUNTA,155-18,LAS CASA CAMINO A MERHUEVES,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Curico,Vichuquen,NORMA DE MANEJO PINO INSIGNE,REGISTRADA,2016,EL PERAL,155-18,-72.0903,-34.8189
2016-2017,SIERRA ALEGRE,151-14,SIERRA ALEGRE,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Empedrado,NORMA DE MANEJO EUCALIPTUS,REGISTRADA,2016,LOTE NUMERO B SIERRA ALEGRE,151-14,-72.3147,-35.5947
2016-2017,EL NARANJO AVILES,539-60,CHEQUENLEMU RSVA 1 3 O S,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Curico,Curico,NORMA DE MANEJO PINO INSIGNE,REGISTRADA,2016,R.C. NRO 1 TERCER SECTOR P.P. CHEQUENLEMU,539-60,-71.0853,-35.0981
2016-2017,ESCUDO,67-6,HIJUELA A FUNDO EL ESCUDO,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,4 - 8,Esclerofilo,Peumo-Quillay-Litre,Region del Maule,Curico,Teno,NORMA DE MANEJO EUCALIPTUS,REGISTRADA,2016,HIJUELA A FUNDO EL ESCUDO,67-6,-70.9819,-34.8898
2016-2017,PUNTA DE ROSA,140-105,HIJUELA N 2 FDO. PUNTA DE ROSA,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,2 - 4,Esclerofilo,Peumo-Quillay-Litre,Region del Maule,Curico,Sagrada Familia,PLAN DE MANEJO FORESTAL DE BOSQUE NATIVO,APROBADA,2016,LA VINA - RESERVA,140-105,-71.5192,-35.0500
2016-2017,PEDERNALES,490-12,CALIBORO HIJUELA 8,Matorral Semidenso,Praderas y Matorrales,Matorral,No Aplica,Semidenso,,,,Region del Maule,Cauquenes,Cauquenes,PLAN DE MANEJO PLANTACIONES FORESTALES,REGISTRADA,2016,HIJUELA 9,490-12,-72.1526,-35.9049
2016-2017,QUILHUINE,253-4,LOS HUAYES,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Cauquenes,Chanco,PLAN DE MANEJO PLANTACIONES FORESTALES,APROBADA,2016,LOS HUAYES,253-4,-72.5274,-35.5935
2016-2017,PUPILLA//LOS CRUCEROS,169-32,VALLE ESCONDIDO,Bosque Nativo con Exoticas Asilvestradas Abierto,Bosques,Bosque Mixto,Nativo con Exoticas Asilvestradas,Abierto,,,,Region del Maule,Talca,Curepto,NORMA DE MANEJO PINO INSIGNE,REGISTRADA,2016,VALLE ESCONDIDO,169-32,-72.0547,-35.2319
2016-2017,LA MINA,170-15,LA MINA,Matorral Arborescente Abierto,Praderas y Matorrales,Matorral Arborescente,No Aplica,Abierto,,,,Region del Maule,Talca,San Clemente,NORMA DE MANEJO PINO INSIGNE,REGISTRADA,2015,POTRERO RAMIREZ,170-15,-70.8025,-35.8247
2016-2017,TILICURA,134-12,RESTO LT A LA QUESERIA,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Curico,Vichuquen,NORMA DE MANEJO PINO INSIGNE,REGISTRADA,2015,LA QUESERIA - HIJUELA A,134-12,-71.9478,-34.8531
2016-2017,MAULE,165-26,FDO LA MISERIA HJ A,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,PLAN DE MANEJO PLANTACIONES FORESTALES,REGISTRADA,2015,TOBUCO,165-26,-71.7064,-35.4555
2016-2017,SAN JUAN DE LOS OLIVOS,151-55,EL GUANACO,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Talca,Curepto,NORMA DE MANEJO EUCALIPTUS,REGISTRADA,2015,EL GUANACO,151-55,-72.0252,-35.1199
2016-2017,LA QUESER?ìA,269-4,LOS CAMACHOS,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Curico,Vichuquen,NORMA DE MANEJO PINO INSIGNE,REGISTRADA,2015,HIJUELA NRO 24 LLONGOCURA,269-4,-71.9689,-34.8835
2016-2017,TALPEN RESTO LOTE A,322-14,FUNDO TALPEN,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,4 - 8,Esclerofilo,Peumo-Quillay-Litre,Region del Maule,Talca,Constitucion,PLAN DE MANEJO PLANTACIONES FORESTALES,REGISTRADA,2015,TALPEN RESTO LOTE A,322-14,-72.2739,-35.2444
2016-2017,EL PARRON SECTOR 2,471-14,FUNDO EL PARRON,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,PLAN DE MANEJO PLANTACIONES FORESTALES,APROBADA,2015,EL PARRON SECTOR 2,471-14,-72.5350,-35.5289
2016-2017,EL PARRON SECTOR 2,471-14,FUNDO EL PARRON,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,PLAN DE MANEJO PLANTACIONES FORESTALES,APROBADA,2015,EL PARRON SECTOR 2,471-14,-72.5308,-35.5283
2016-2017,EL PARRON SECTOR 2,471-14,FUNDO EL PARRON,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Talca,Constitucion,PLAN DE MANEJO PLANTACIONES FORESTALES,APROBADA,2015,EL PARRON SECTOR 2,471-14,-72.5122,-35.5142
2016-2017,PELLINES 1,471-14,FUNDO EL PARRON,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Talca,Constitucion,PLAN DE MANEJO PLANTACIONES FORESTALES,APROBADA,2015,EL PARRON SECTOR 2,471-14,-72.5258,-35.5130
2016-2017,SANTA ELENA,229-2,SANTA ELENA,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,2 - 4,Esclerofilo,Peumo-Quillay-Litre,Region del Maule,Linares,San Javier,PLAN DE MANEJO PLANTACIONES FORESTALES,REGISTRADA,2015,SANTA ELENA,229-2,-71.9172,-35.6683
2016-2017,SANTA ELENA,73-39,PARCELA N 58 SAN CRISTOBAL ST 1,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Curico,Teno,NORMA DE MANEJO EUCALIPTUS,REGISTRADA,2015,PARCELA NRO 58 P.P. SAN CRISTOBAL,73-39,-71.1290,-34.8739
2016-2017,LAS RA?ìCES,446-33,SN VENANCIO,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Cauquenes,Cauquenes,PLAN DE MANEJO PLANTACIONES FORESTALES,APROBADA,2015,SAN VENANCIO,446-33,-72.3085,-35.8181
2016-2017,EL PARAISO,412-28,LA DESDENADA,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,< 2,Esclerofilo,Espino,Region del Maule,Cauquenes,Cauquenes,NORMA DE MANEJO EUCALIPTUS,REGISTRADA,2015,CANETE,412-28,-72.3065,-35.9021
2016-2017,PANTANILLOS,443-49,PANTANILLOS,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,NORMA DE MANEJO PINO INSIGNE,REGISTRADA,2015,PANTANILLOS,443-49,-72.2932,-35.4533
2016-2017,HUAPI BAJO,RIO ANCOA,,Matorral Arborescente Abierto,Praderas y Matorrales,Matorral Arborescente,No Aplica,Abierto,,,,Region del Maule,Linares,Linares,,,0,,,-71.5988,-35.8750
2016-2017,HUAPI BAJO,506-33,EL BOSQUE PC 9,Matorral Abierto,Praderas y Matorrales,Matorral,No Aplica,Abierto,,,,Region del Maule,Linares,Linares,,,0,,,-71.6121,-35.8716
2016-2017,EL GUAPI,506-33,EL BOSQUE PC 9,Matorral Abierto,Praderas y Matorrales,Matorral,No Aplica,Abierto,,,,Region del Maule,Linares,Linares,,,0,,,-71.6128,-35.8744
2016-2017,TALHUENES,477-6,,Matorral Arborescente Abierto,Praderas y Matorrales,Matorral Arborescente,No Aplica,Abierto,,,,Region del Maule,Linares,Retiro,,,0,,,-71.9788,-35.8465
2016-2017,CAPELLANIA ROKI,477-8,STA MAGDALENA,Matorral Semidenso,Praderas y Matorrales,Matorral,No Aplica,Semidenso,,,,Region del Maule,Linares,Retiro,,,0,,,-71.9843,-35.8463
2016-2017,PLAZOLETA OSORES,VP-F,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.4942,-35.9661
2016-2017,EL TROZO BENAVENTE,VP-F,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.5500,-35.9647
2016-2017,SAN JAVIER,VP-F,,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.4172,-35.9231
2016-2017,SAN JAVIER,VP-F,,Bosque Nativo-Plantacion Semidenso,Bosques,Bosque Mixto,Nativo-Plantacion,Semidenso,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.4272,-35.9200
2016-2017,CURIMAQUI-2 (AMENAZA),529-1,HUERTECILLA HIJ 3,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,< 2,Esclerofilo,Peumo-Quillay-Litre,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.3938,-36.1694
2016-2017,SAN ESTEBAN,435-22,N FRANCISCO,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.3858,-35.8819
2016-2017,SAN ESTEBAN,435-30,EL ROBLE PC 7,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.3868,-35.8897
2016-2017,SAUZAL// CAMARICO ACEVEDO,410-8,AGUA FRIA,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.2131,-35.9075
2016-2017,CULENCO GUTIERREZ CONV.2017,491-8,EL TRANSITO,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.1892,-35.9311
2016-2017,EL OLVIDO,439-43,VILLA ESTELA,Matorral Arborescente Abierto,Praderas y Matorrales,Matorral Arborescente,No Aplica,Abierto,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.4240,-35.9414
2016-2017,PILEN II,439-43,VILLA ESTELA,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.4205,-35.9439
2016-2017,M-830,429-1,ALDEA DE PILEN,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.4081,-35.9632
2016-2017,PILEN,429-1,ALDEA DE PILEN,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.4176,-35.9564
2016-2017,LO CAROLINA,424-15,LO CAROLINA,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.3028,-36.0297
2016-2017,SAN NICOLAS CONV.2021,487-52,HIJUELA SAN JORGE,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.0751,-35.8294
2016-2017,LAS HIGUERAS,RIO TUTUVEN,,Rios,Cuerpos de Agua,Rios,,,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.3078,-35.9606
2016-2017,EL CERRO-N,485-27,STA AMELIA,Matorral Semidenso,Praderas y Matorrales,Matorral,No Aplica,Semidenso,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.0293,-35.8087
2016-2017,SAN ESTEBAN,435-34,STA CECILIA,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.3831,-35.8864
2016-2017,EL EMBUDO,RUTA-126-N,,Matorral Abierto,Praderas y Matorrales,Matorral,No Aplica,Abierto,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.1031,-35.8758
2016-2017,EL DURAZNO,VP-RRR,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.3992,-35.9028
2016-2017,LOMAS DE MACHICURA,528-42,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Linares,Parral,,,0,,,-71.6131,-36.2364
2016-2017,AJIAL VALDIVIESO,214-8,SN PABLO,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Parral,,,0,,,-71.7809,-36.1530
2016-2017,ISLA DE PENCAHUE,1253-15,,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Parral,,,0,,,-71.7822,-36.2931
2016-2017,CIENAGA COPIHUE,1252-180,PARCELA N 15 LA GLORIA,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Parral,,,0,,,-71.8489,-36.0661
2016-2017,CI?ëNAGO,1252-202,PARCELA 1 LA GLORIA,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Parral,,,0,,,-71.8368,-36.0817
2016-2017,BUENOS AIRES,213-6,PALEMO,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Parral,,,0,,,-71.8138,-36.1218
2016-2017,RECINTO MEDIA LUNA,1252-20,FUNDO EL CARMEN,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Parral,,,0,,,-71.8330,-36.1286
2016-2017,BUENOS AIRES,1252-20,FUNDO EL CARMEN,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Parral,,,0,,,-71.8253,-36.1299
2016-2017,PUENTE CANAL SANTA MONICA,837-16,SAN AGUSTIN,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Parral,,,0,,,-71.8246,-36.2009
2016-2017,LOMAS DE MACHICURA//LAGUNA DEL CORDERO,528-11,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Linares,Parral,,,0,,,-71.6136,-36.2349
2016-2017,RENAICO,942-3,SANTO DOMINGO FDO GALPON GUERRERO,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Parral,,,0,,,-71.9067,-36.2468
2016-2017,PORVENIR AMENAZA (CORR 24),VP-E,,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Linares,Parral,,,0,,,-71.6269,-36.2403
2016-2017,PORVENIR AMENAZA (CORR 23),VP-E,,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Linares,Parral,,,0,,,-71.6267,-36.2397
2016-2017,LOMAS DE MACHICURA,528-17,EL CARMEN,Matorral Arborescente Denso,Praderas y Matorrales,Matorral Arborescente,No Aplica,Denso,,,,Region del Maule,Linares,Parral,,,0,,,-71.6214,-36.2392
2016-2017,SANTA MAR?ìA,942-35,PENAFLOR,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Parral,,,0,,,-71.8817,-36.2314
2016-2017,LA ISLA PERQUILAUQU?ëN,838-24,SAN JOSE PERQUILAUQUEN,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Parral,,,0,,,-71.8383,-36.2503
2016-2017,REMULCAO,732-108,REMULCAO,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,Parral,,,0,,,-71.7142,-36.2570
2016-2017,ZEMITA VII,735-43,HUENUTIL HIJUELA 2,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Linares,Parral,,,0,,,-71.6938,-36.3427
2016-2017,RETULEMUS,405-9,BOMBERO VENEGAS 850,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Cauquenes,Cauquenes,,,0,,,-72.3215,-35.9621
2016-2017,LA MONTANA PARADA,VP-G,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Cauquenes,Chanco,,,0,,,-72.4742,-35.8158
2016-2017,SAN RAMON,519-94,PARCELA N 40 HUIMEO,Matorral Abierto,Praderas y Matorrales,Matorral,No Aplica,Abierto,,,,Region del Maule,Linares,Longavi,,,0,,,-71.7599,-35.8312
